klantnr;huidig_contractduur;VERBRUIKGAS;VERBRUIKEL;VERBRUIKHOOG;VERBRUIKLAAG;nieuwsbrief;wervingskanaal;vast_variabel;grijs_groen;startlevering;eindlevering;contract_verlengd;welstand;levensfase;bouwjaar;soort_woning;inkomen;opleiding
514377;12;2253;0;1567;0;Y;Door 2 Door;vaste prijs;grijze stroom;4-3-2009;15-5-2009;verlengd;Midden;Alleenstaand;1990 tot 1999;Lage flat;modaal;Laag
514407;36;1175;0;1018;677;Y;Door 2 Door;variabele prijs;groene stroom;5-3-2009;17-9-2009;verlengd;Hoog;Alleenstaand;1990 tot 1999;Lage flat;Onbekend;Hoog
514421;12;2379;0;1518;1627;Y;Telemarketing;variabele prijs;groene stroom;9-8-2009;4-10-2009;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;modaal;Midden
514435;36;2070;0;1854;1432;Y;Telemarketing;variabele prijs;groene stroom;1-7-2009;18-5-2010;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;modaal;Hoog
514569;12;1750;1580;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;27-3-2009;27-3-2011;niet verlengd;Midden;Paar zonder kinderen;1900 tot 1939;Lage flat;modaal;Laag
514719;12;3599;5272;0;0;Y;Telemarketing;vaste prijs;groene stroom;9-3-2009;28-6-2011;niet verlengd;Midden;Paar met kinderen;1990 tot 1999;Twee onder een kap;tussen modaal en 2 keer modaal;Hoog
514840;36;756;1126;0;0;Y;Door 2 Door;variabele prijs;grijze stroom;7-8-2009;7-8-2012;verlengd;Midden;Alleenstaand;1970 tot 1989;Maisonette;modaal;Laag
514848;12;1856;0;1284;2219;Y;Prijsvergelijker;vaste prijs;grijze stroom;4-3-2009;4-3-2011;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
514949;12;2346;0;3816;3247;Y;Speciale sales acties;vaste prijs;grijze stroom;9-3-2009;6-3-2011;niet verlengd;Midden;Paar zonder kinderen;1900 tot 1939;Twee onder een kap;tussen modaal en 2 keer modaal;Laag
514956;12;2165;0;2955;2559;Y;Prijsvergelijker;vaste prijs;grijze stroom;9-3-2009;7-3-2011;niet verlengd;Hoog;Paar met kinderen;Onbekend;Vrijstaand;Onbekend;Midden
515008;12;487;0;1359;1266;Y;Prijsvergelijker;vaste prijs;grijze stroom;9-3-2009;6-3-2011;niet verlengd;Midden;Paar met kinderen;na 2000;Rijtjeshuis;Onbekend;Hoog
515068;12;3374;4954;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;9-3-2009;8-6-2010;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Midden
515112;12;4793;6432;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;9-3-2009;6-3-2011;niet verlengd;Hoog;Paar zonder kinderen;1900 tot 1939;Vrijstaand;tussen modaal en 2 keer modaal keer modaal of meer;Laag
515121;12;1037;2576;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;9-3-2009;6-3-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
515207;12;6;0;1266;2167;Y;Prijsvergelijker;vaste prijs;grijze stroom;9-3-2009;25-6-2010;niet verlengd;Hoog;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Hoog
515280;36;539;758;0;0;Y;Inbound;variabele prijs;grijze stroom;9-3-2009;16-4-2009;verlengd;Laag;Alleenstaand;na 2000;Lage flat;tussen modaal en minimum;Hoog
515286;36;382;920;0;0;Y;Inbound;variabele prijs;groene stroom;9-3-2009;22-6-2010;verlengd;Midden;Alleenstaand;1940 tot 1969;Maisonette;modaal;Hoog
515464;60;2009;3982;0;0;Y;Inbound;variabele prijs;groene stroom;25-2-2009;31-12-2013;verlengd;Hoog;Paar zonder kinderen;1990 tot 1999;Rijtjeshuis;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
515467;36;1038;0;9398;8978;Y;Telemarketing;variabele prijs;groene stroom;25-2-2009;31-12-2011;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
515640;36;1014;0;2109;2254;Y;Telemarketing;variabele prijs;grijze stroom;2-10-2009;22-10-2009;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;modaal;Midden
515661;36;1731;2392;0;0;Y;Telemarketing;variabele prijs;grijze stroom;1-7-2009;17-8-2009;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;modaal;Midden
515707;12;2071;0;2018;2119;Y;Prijsvergelijker;vaste prijs;grijze stroom;9-3-2009;7-3-2011;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
515841;12;3047;0;1897;1553;Y;Prijsvergelijker;vaste prijs;grijze stroom;9-3-2009;28-3-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Laag
515873;12;1074;2443;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;28-2-2010;28-2-2011;verlengd;Midden;Alleenstaand;1990 tot 1999;Rijtjeshuis;modaal;Hoog
516084;12;2321;0;5601;8056;Y;Door 2 Door;vaste prijs;grijze stroom;29-3-2009;29-3-2011;niet verlengd;Midden;Alleenstaand;1990 tot 1999;Vrijstaand;tussen modaal en 2 keer modaal;Laag
516112;36;1212;0;830;779;N;Telemarketing;variabele prijs;grijze stroom;12-2-2009;31-12-2011;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
516164;36;25;2447;0;0;Y;Online;variabele prijs;grijze stroom;29-3-2009;31-12-2011;verlengd;Midden;Alleenstaand;1970 tot 1989;Hoge flat;Onbekend;Hoog
516188;36;3940;0;1562;1459;Y;Inbound;variabele prijs;grijze stroom;9-3-2009;31-12-2011;verlengd;Midden;Paar met kinderen;1900 tot 1939;Grachtenpand;tussen modaal en 2 keer modaal;Midden
516229;60;1327;1316;0;0;Y;Online;variabele prijs;grijze stroom;29-3-2009;31-12-2013;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Twee onder een kap;modaal;Laag
516284;60;826;3918;0;0;Y;Online;variabele prijs;groene stroom;26-2-2009;31-12-2013;verlengd;Midden;Paar zonder kinderen;na 2000;Rijtjeshuis;modaal;Laag
516349;60;1343;0;1509;1529;Y;Telemarketing;variabele prijs;groene stroom;26-2-2009;31-12-2013;verlengd;Midden;Alleenstaand;1900 tot 1939;Lage flat;Onbekend;Laag
516356;60;1648;0;1916;2469;N;Online;variabele prijs;groene stroom;26-2-2009;31-12-2013;verlengd;Midden;Paar met kinderen;Onbekend;Vrijstaand;Onbekend;Hoog
516382;60;2303;0;4474;11127;Y;Telemarketing;variabele prijs;groene stroom;26-2-2009;31-12-2013;verlengd;Hoog;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Laag
516385;60;2042;12967;0;0;Y;Inbound;variabele prijs;groene stroom;23-2-2009;31-12-2013;verlengd;Midden;Paar met kinderen;1900 tot 1939;Twee onder een kap;tussen modaal en 2 keer modaal;Hoog
516388;60;1902;3768;0;0;Y;Online;variabele prijs;groene stroom;26-2-2009;31-12-2013;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
516399;36;1483;3925;0;0;Y;Telemarketing;variabele prijs;groene stroom;26-2-2009;31-12-2011;verlengd;Hoog;Paar met kinderen;1900 tot 1939;Rijtjeshuis;Onbekend;Hoog
516564;60;1138;3107;0;0;Y;Online;variabele prijs;groene stroom;2-3-2009;31-12-2013;verlengd;Midden;Paar met kinderen;1990 tot 1999;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
516572;60;1637;0;0;0;Y;Telemarketing;variabele prijs;groene stroom;27-2-2009;31-12-2013;verlengd;Hoog;Paar zonder kinderen;1940 tot 1969;Maisonette;Onbekend;Laag
516579;60;1049;0;613;548;Y;Online;variabele prijs;groene stroom;26-2-2009;31-12-2013;verlengd;Laag;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en minimum;Laag
516659;60;566;4746;0;0;Y;Inbound;variabele prijs;groene stroom;3-3-2009;31-12-2013;verlengd;Midden;Alleenstaand;Voor 1899;Rijtjeshuis;modaal;Hoog
516675;60;2577;5450;0;0;Y;Online;variabele prijs;groene stroom;26-2-2009;31-12-2013;verlengd;Midden;Paar met kinderen;1970 tot 1989;Twee onder een kap;modaal;Midden
516736;60;1970;0;3079;4480;Y;Online;variabele prijs;groene stroom;26-2-2009;31-12-2013;verlengd;Midden;Alleenstaand;1900 tot 1939;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
516758;60;1042;0;1782;2672;Y;Telemarketing;variabele prijs;groene stroom;26-2-2009;31-12-2013;verlengd;Midden;Paar met kinderen;1990 tot 1999;Twee onder een kap;Onbekend;Laag
516767;60;2299;0;0;0;Y;Telemarketing;variabele prijs;groene stroom;26-2-2009;31-12-2013;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Vrijstaand;tussen modaal en 2 keer modaal;Midden
516879;60;1677;6284;0;0;N;Online;variabele prijs;groene stroom;26-2-2009;31-12-2013;verlengd;Hoog;Paar met kinderen;1900 tot 1939;Rijtjeshuis;Onbekend;Hoog
517054;12;2794;4522;0;0;Y;Telemarketing;vaste prijs;grijze stroom;9-3-2009;26-4-2010;niet verlengd;Laag;Paar met kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Hoog
517055;12;1181;1556;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;7-8-2009;2-9-2009;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;modaal;Laag
517103;12;0;0;2993;2181;Y;Telemarketing;vaste prijs;grijze stroom;9-3-2009;31-12-2009;verlengd;Midden;Paar met kinderen;1990 tot 1999;Twee onder een kap;tussen modaal en 2 keer modaal;Midden
517182;12;2161;0;3400;4332;N;Door 2 Door;vaste prijs;grijze stroom;9-3-2009;29-3-2011;niet verlengd;Midden;Paar met kinderen;1900 tot 1939;Twee onder een kap;tussen modaal en 2 keer modaal;Hoog
517221;12;1832;3790;0;0;Y;Online;variabele prijs;groene stroom;9-3-2009;18-5-2009;verlengd;Midden;Alleenstaand;1990 tot 1999;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
517275;36;1921;0;4311;4711;Y;Telemarketing;variabele prijs;grijze stroom;29-3-2009;2-8-2012;verlengd;Midden;Paar met kinderen;1940 tot 1969;VrijstaandOnbekend;modaal;Midden
517294;12;1017;5137;0;0;Y;Inbound;vaste prijs;grijze stroom;7-8-2009;7-8-2010;verlengd;Laag;Paar zonder kinderen; ; ; ;Midden
517423;36;713;0;874;799;Y;Online;variabele prijs;grijze stroom;10-3-2009;12-4-2012;verlengd;Hoog;Paar met kinderen;1970 tot 1989;Lage flat;Onbekend;Laag
517492;12;1431;0;2568;2037;Y;Telemarketing;vaste prijs;grijze stroom;10-3-2009;25-7-2010;niet verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Midden
517770;36;1985;0;151;150;Y;Prijsvergelijker;variabele prijs;grijze stroom;10-3-2009;10-3-2012;verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;modaal;Midden
517921;36;3943;0;1266;1572;Y;Door 2 Door;variabele prijs;grijze stroom;30-5-2009;4-6-2010;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Vrijstaand;modaal;Hoog
518013;12;1440;0;1983;1830;Y;Prijsvergelijker;vaste prijs;grijze stroom;1-4-2009;2-4-2010;niet verlengd;Midden;Paar met kinderen;na 2000;Vrijstaand;modaal;Hoog
518333;12;1972;8322;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;13-3-2009;13-3-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Twee onder een kap;modaal;Midden
518391;36;3325;4745;0;0;Y;Telemarketing;variabele prijs;groene stroom;17-3-2009;31-12-2012;verlengd;Midden;Paar zonder kinderen;1900 tot 1939;Maisonette;tussen modaal en 2 keer modaal;Hoog
518432;36;744;4931;0;0;Y;Telemarketing;variabele prijs;grijze stroom;17-3-2009;13-5-2009;verlengd;Midden;Alleenstaand;na 2000;Twee onder een kap;tussen modaal en 2 keer modaal;Midden
518692;12;245;1750;0;0;Y;Online;vaste prijs;grijze stroom;7-8-2009;9-9-2009;verlengd;Midden;Alleenstaand;na 2000;Lage flat;modaal;Laag
518877;36;689;0;1249;1662;Y;Online;variabele prijs;grijze stroom;4-3-2009;31-12-2011;verlengd;Hoog;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Midden
518895;60;859;3574;0;0;Y;Online;variabele prijs;groene stroom;4-3-2009;31-12-2013;verlengd;Laag;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Midden
518902;12;1110;608;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;16-3-2009;2-5-2009;verlengd;Laag;Alleenstaand;na 2000;Lage flat;minimum;Hoog
519187;12;0;0;1757;1154;Y;Online;vaste prijs;grijze stroom;17-3-2009;11-5-2009;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
519218;36;318;2060;0;0;Y;Online;variabele prijs;grijze stroom;14-6-2009;21-7-2012;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Hoge flat;modaal;Midden
519242;12;775;549;0;0;Y;Inbound;vaste prijs;grijze stroom;29-3-2009;29-3-2011;niet verlengd;Midden;Paar met kinderen;1900 tot 1939;Lage flat;modaal;Hoog
519267;12;3007;0;1617;2219;Y;Speciale sales acties;vaste prijs;grijze stroom;17-3-2009;14-3-2011;niet verlengd;Hoog;Paar zonder kinderen;1940 tot 1969;Vrijstaand;Onbekend;Laag
519297;12;12;0;1025;2066;Y;Prijsvergelijker;vaste prijs;grijze stroom;3-4-2009;3-4-2011;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
519370;60;2023;0;1880;2551;Y;Telemarketing;variabele prijs;groene stroom;5-3-2009;29-3-2010;verlengd;Hoog;Paar zonder kinderen;1940 tot 1969;Twee onder een kap;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
519428;60;2226;0;2592;3313;Y;Door 2 Door;variabele prijs;groene stroom;4-3-2009;31-12-2013;verlengd;Laag;Paar zonder kinderen;1940 tot 1969;Maisonette;tussen modaal en minimum;Hoog
519484;60;1480;0;2269;2545;Y;Online;variabele prijs;groene stroom;5-3-2009;31-12-2013;verlengd;Midden;Paar met kinderen;1970 tot 1989;Vrijstaand;modaal;Midden
519523;36;1292;4027;0;0;Y;Inbound;variabele prijs;grijze stroom;5-3-2009;31-12-2011;verlengd;Laag;Paar met kinderen;1900 tot 1939;Maisonette;tussen modaal en minimum;Hoog
519533;36;665;4553;0;0;Y;Online;variabele prijs;groene stroom;5-3-2009;31-12-2012;verlengd;Midden;Paar met kinderen;1900 tot 1939;Rijtjeshuis;modaal;Laag
519636;60;1672;5115;0;0;Y;Telemarketing;variabele prijs;grijze stroom;5-3-2009;31-12-2013;verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Laag
519679;60;0;0;1602;1752;Y;Online;variabele prijs;grijze stroom;19-4-2010;31-12-2013;verlengd;Midden;Alleenstaand;na 2000;Lage flat;tussen modaal en 2 keer modaal;Hoog
519693;60;2073;0;0;0;Y;Online;variabele prijs;groene stroom;5-3-2009;31-12-2013;verlengd;Hoog;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Midden
519736;60;4918;10078;0;0;Y;Online;variabele prijs;grijze stroom;5-3-2009;31-12-2013;verlengd;Midden;Paar zonder kinderen;Onbekend;Onbekend;modaal;Hoog
519837;60;1836;0;0;0;Y;Online;variabele prijs;grijze stroom;5-3-2009;31-12-2013;verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;modaal;Laag
519842;60;995;1993;0;0;Y;Inbound;variabele prijs;groene stroom;9-3-2009;31-12-2013;verlengd;Laag;Alleenstaand;1900 tot 1939;Hoge flat;minimum;Laag
519876;60;2210;0;2213;1999;Y;Inbound;variabele prijs;groene stroom;5-3-2009;31-12-2013;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Twee onder een kap;tussen modaal en 2 keer modaal;Midden
519936;60;2204;0;2500;0;Y;Online;variabele prijs;groene stroom;9-3-2009;31-12-2013;verlengd;Midden;Paar zonder kinderen;Onbekend;Maisonette;Onbekend;Midden
519950;60;1360;0;0;0;Y;Inbound;variabele prijs;grijze stroom;5-3-2009;1-2-2010;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
520096;12;919;0;1536;2172;Y;Telemarketing;vaste prijs;grijze stroom;17-3-2009;16-3-2011;niet verlengd;Hoog;Paar met kinderen;1990 tot 1999;Twee onder een kap;tussen modaal en 2 keer modaal keer modaal of meer;Midden
520117;36;0;1386;0;0;Y;Telemarketing;variabele prijs;groene stroom;28-8-2009;9-12-2009;verlengd;Laag;Alleenstaand;na 2000;Maisonette;tussen modaal en minimum;Hoog
520228;12;2188;0;722;908;Y;Door 2 Door;vaste prijs;grijze stroom;17-3-2009;28-5-2009;verlengd;Laag;Alleenstaand;1990 tot 1999;Rijtjeshuis;Onbekend;Midden
520234;36;1521;0;2129;0;Y;Inbound;variabele prijs;groene stroom;17-3-2009;3-7-2009;verlengd;Laag;Alleenstaand;na 2000;Maisonette;tussen modaal en minimum;Midden
520245;36;1950;0;813;819;Y;Door 2 Door;variabele prijs;grijze stroom;17-3-2009;10-6-2009;verlengd;Midden;Alleenstaand;1990 tot 1999;Lage flat;modaal;Hoog
520404;36;1817;783;0;0;Y;Online;variabele prijs;grijze stroom;12-6-2009;12-2-2010;verlengd;Hoog;Alleenstaand;1970 tot 1989;Grachtenpand;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
520547;36;1289;2309;0;0;Y;Telemarketing;variabele prijs;groene stroom;3-4-2009;31-12-2011;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
520606;12;3395;6176;0;0;Y;Telemarketing;vaste prijs;grijze stroom;17-3-2009;10-7-2009;verlengd;Laag;Alleenstaand;1990 tot 1999;Vrijstaand;minimum;Laag
520782;12;2906;0;4648;6259;Y;Prijsvergelijker;vaste prijs;grijze stroom;7-8-2009;28-10-2009;verlengd;Midden;Alleenstaand;1990 tot 1999;Vrijstaand;Onbekend;Midden
520797;12;2525;0;1379;2774;Y;Door 2 Door;vaste prijs;grijze stroom;7-4-2009;8-4-2010;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Onbekend;tussen modaal en 2 keer modaal;Laag
520962;12;449;0;4915;0;Y;Inbound;vaste prijs;grijze stroom;2-10-2009;2-10-2010;verlengd;Laag;Paar met kinderen;Onbekend;Lage flat;tussen modaal en minimum;Hoog
520983;12;0;997;0;0;Y;Telemarketing;vaste prijs;grijze stroom;17-10-2009;17-10-2010;verlengd;Midden;Alleenstaand;1970 tot 1989;Rijtjeshuis;modaal;Hoog
520984;12;0;3717;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;6-4-2009;22-8-2009;verlengd;Hoog;Alleenstaand;1990 tot 1999;Rijtjeshuis;Onbekend;Midden
521000;12;580;0;2476;2539;Y;Online;vaste prijs;grijze stroom;12-4-2009;4-5-2009;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;modaal;Laag
521041;12;886;0;1404;1397;Y;Door 2 Door;vaste prijs;grijze stroom;7-8-2009;7-8-2010;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Hoog
521044;12;464;0;643;954;Y;Door 2 Door;vaste prijs;grijze stroom;6-11-2009;2-12-2009;verlengd;Midden;Alleenstaand;na 2000;Onbekend;Onbekend;Hoog
521297;12;745;1291;0;0;Y;Door 2 Door;variabele prijs;grijze stroom;19-3-2009;1-5-2009;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;Onbekend;Hoog
521320;12;2209;0;3617;2944;Y;Online;vaste prijs;grijze stroom;18-3-2009;17-3-2011;niet verlengd;Hoog;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal keer modaal of meer;Midden
521706;36;1509;0;1033;921;Y;Telemarketing;variabele prijs;grijze stroom;7-8-2009;7-8-2012;verlengd;Midden;Paar met kinderen;1900 tot 1939;Rijtjeshuis;modaal;Laag
521842;36;764;0;975;3126;Y;Inbound;variabele prijs;grijze stroom;23-3-2009;20-3-2012;verlengd;Laag;Paar met kinderen;1940 tot 1969;Lage flat;tussen modaal en minimum;Hoog
521849;12;833;1694;0;0;Y;Online;vaste prijs;grijze stroom;18-10-2009;18-10-2010;verlengd;Laag;Alleenstaand;1970 tot 1989;Lage flat;minimum;Laag
521878;36;0;1811;0;0;Y;Inbound;variabele prijs;grijze stroom;23-3-2009;21-3-2012;verlengd;Laag;Paar zonder kinderen; ; ; ;Hoog
521901;36;1740;4070;0;0;Y;Inbound;variabele prijs;grijze stroom;23-3-2009;20-3-2012;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;modaal;Laag
522074;36;614;0;1422;1116;Y;Door 2 Door;variabele prijs;grijze stroom;23-3-2009;22-3-2012;verlengd;Hoog;Paar zonder kinderen;1900 tot 1939;Zelfstandige bejaarde;Onbekend;Midden
522128;12;1836;4670;0;0;Y;Online;vaste prijs;grijze stroom;23-3-2009;21-3-2011;niet verlengd;Midden;Paar met kinderen;1990 tot 1999;Rijtjeshuis;modaal;Laag
522209;12;1500;0;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;23-3-2009;12-4-2010;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
522235;12;1815;0;2305;2185;Y;Telemarketing;vaste prijs;grijze stroom;11-4-2009;11-4-2011;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;modaal;Midden
522247;12;2197;0;856;1725;Y;Speciale sales acties;vaste prijs;grijze stroom;1-4-2009;1-4-2010;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Hoog
522255;36;1776;1967;1250;1250;Y;Telemarketing;variabele prijs;grijze stroom;22-3-2009;12-4-2010;verlengd;Midden;Paar met kinderen;1970 tot 1989;Onbekend;modaal;Midden
522605;12;2884;0;4243;1958;Y;Door 2 Door;vaste prijs;grijze stroom;11-4-2009;11-4-2011;niet verlengd;Midden;Paar met kinderen;1990 tot 1999;Twee onder een kap;tussen modaal en 2 keer modaal;Hoog
522628;12;698;2219;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;23-3-2009;21-3-2011;niet verlengd;Laag;Paar zonder kinderen;Voor 1899;Maisonette;tussen modaal en minimum;Midden
522787;60;1798;5070;0;0;Y;Online;variabele prijs;groene stroom;11-3-2009;31-12-2013;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;modaal;Midden
522911;12;2285;0;2402;2112;Y;Telemarketing;vaste prijs;grijze stroom;23-3-2009;22-3-2011;niet verlengd;Midden;Paar zonder kinderen;na 2000;Twee onder een kap;modaal;Hoog
522942;12;2243;0;2954;2843;Y;Telemarketing;vaste prijs;grijze stroom;7-8-2009;7-8-2010;verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Midden
522983;12;2272;0;4103;5328;Y;Inbound;vaste prijs;grijze stroom;9-7-2009;9-7-2011;niet verlengd;Laag;Paar zonder kinderen; ; ; ;Midden
523000;12;0;4421;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;7-8-2009;7-8-2010;verlengd;Laag;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Hoog
523006;12;643;2645;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;1-4-2009;31-7-2009;verlengd;Midden;Alleenstaand;1990 tot 1999;Rijtjeshuis;Onbekend;Laag
523187;12;4785;0;5476;3004;N;Prijsvergelijker;vaste prijs;grijze stroom;1-4-2009;31-3-2011;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Vrijstaand;modaal;Midden
523332;12;44;3108;0;0;Y;Telemarketing;vaste prijs;grijze stroom;26-9-2009;26-9-2010;verlengd;Midden;Alleenstaand;1970 tot 1989;Onbekend;Onbekend;Hoog
523452;12;1581;1221;0;0;N;Door 2 Door;variabele prijs;grijze stroom;14-4-2009;27-5-2009;verlengd;Laag;Alleenstaand;na 2000;Rijtjeshuis;Onbekend;Midden
523501;12;3052;0;1307;1544;Y;Speciale sales acties;vaste prijs;grijze stroom;22-8-2009;22-8-2010;verlengd;Hoog;Paar zonder kinderen;1970 tot 1989;Vrijstaand;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
523551;12;1348;1151;0;0;Y;Online;variabele prijs;grijze stroom;26-3-2009;13-5-2009;verlengd;Hoog;Alleenstaand;na 2000;Lage flat;Onbekend;Hoog
523766;36;1081;0;1782;2422;Y;Door 2 Door;variabele prijs;grijze stroom;25-3-2009;24-3-2012;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
523767;12;2338;2031;1448;1318;Y;Speciale sales acties;vaste prijs;grijze stroom;23-4-2009;23-4-2011;niet verlengd;Hoog;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Laag
523794;12;2757;3354;0;0;Y;Telemarketing;vaste prijs;groene stroom;7-8-2009;1-1-2010;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
523860;36;2359;4835;0;0;Y;Telemarketing;variabele prijs;groene stroom;25-3-2009;24-3-2012;verlengd;Midden;Paar met kinderen;1900 tot 1939;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
523934;12;889;0;1895;3500;Y;Prijsvergelijker;vaste prijs;grijze stroom;25-3-2009;25-3-2011;niet verlengd;Midden;Paar met kinderen;1990 tot 1999;Twee onder een kap;modaal;Hoog
524026;12;2264;2026;0;0;Y;Online;vaste prijs;grijze stroom;16-4-2009;10-11-2009;verlengd;Hoog;Paar zonder kinderen;1990 tot 1999;Rijtjeshuis;Onbekend;Midden
524203;12;4669;9113;0;0;Y;Telemarketing;vaste prijs;grijze stroom;17-4-2009;20-4-2010;niet verlengd;Midden;Paar met kinderen;Onbekend;Vrijstaand;tussen modaal en 2 keer modaal;Hoog
524548;36;1468;3284;0;0;Y;Telemarketing;variabele prijs;groene stroom;30-3-2009;27-9-2012;verlengd;Midden;Paar met kinderen;1970 tot 1989;Twee onder een kap;tussen modaal en 2 keer modaal;Laag
524689;60;1080;2137;0;0;Y;Inbound;variabele prijs;groene stroom;18-3-2009;31-12-2013;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
524711;60;762;0;831;1355;Y;Online;variabele prijs;grijze stroom;18-3-2009;31-12-2013;verlengd;Laag;Alleenstaand;1940 tot 1969;Rijtjeshuis;tussen modaal en minimum;Laag
524746;60;38;0;1038;2945;Y;Online;variabele prijs;grijze stroom;18-3-2009;15-6-2010;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;modaal;Midden
524751;60;3181;0;0;0;Y;Inbound;variabele prijs;groene stroom;18-3-2009;31-12-2013;verlengd;Laag;Paar met kinderen;1940 tot 1969;Vrijstaand;Onbekend;Midden
